ubicageo_f,nombre1,sexo_i,edades,totalca1,gdoestud_k,estagrad_e,institsp_c,antigu_a,antigu_b,puebindi_j,fdesigna_m
16111,SEGURIDAD PUBLICA MUNICIPAL,1,36,17000,5,4,99,1,0,26,2
16112,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL ZITACUARO,1,50,22000,7,4,9,8,1,26,6
16113,DIRECCION DE SEGURIDAD PUBLICA,1,45,9092,4,2,18,26,2,26,1
17001,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE AMACUZAC,1,51,12000,4,3,17,18,0,26,2
17002,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,42,16718,4,3,18,15,0,26,1
17003,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE AXOCHIAPAN MORELOS,1,38,16624,4,3,17,19,1,99,1
17004,DIRECTOR,1,61,20000,4,1,1,20,2,26,1
17005,DIRECCION DE SEGURIDAD PUBLICA,1,41,8500,6,4,9,1,1,26,7
17006,SECRETARIA MUNICIPAL DE SEGURIDAD Y PROTECCION CIUDADANA,2,44,17500,4,3,5,15,1,26,1
17007,SECRETARIA DE PROTECCION Y AUXILIO CIUDADANO,2,56,56027.08,7,3,9,20,1,26,2
17008,COMANDANCIA EMILIANO ZAPATA,1,64,29016,6,4,23,26,1,26,1
17009,DIRECCION ADMINISTRATIVA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,41,20000,6,4,17,1,1,26,1
17010,MANDO COORDINADO,1,59,16773,4,3,20,10,1,26,7
17011,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD DE JIUTEPEC,1,67,40000,5,3,13,47,1,26,2
17012,COMISION ESTATAL DE SEGURIDAD PUBLICA,1,37,24939.38,6,4,6,9,4,26,6
17013,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE JONACATEPEC,1,44,10000,4,3,17,13,1,26,1
17014,MANDO UNICO,1,42,13000,4,2,17,21,1,26,2
17015,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE MIACATLAN MORELOS,1,35,12237,4,3,22,9,1,26,1
17016,SEGURIDAD PUBLICA,1,41,20000,4,3,22,13,13,26,4
17017,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,43,NSS,4,3,19,8,1,26,2
17018,SECRETARIA EJECUTIVA ADMINISTRATIVA Y DE PROTECCION CIUDADANA DE TEMIXCO,1,41,48198.06,6,4,1,4,1,99,1
17019,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL TEPALCINGO,1,33,17841.3,4,3,22,14,1,26,1
17020,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,52,20000,4,9,17,20,1,26,3
17021,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,38,12000,6,4,20,9,1,26,2
17022,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,39,12000,4,3,22,10,1,12,2
17023,ANGEL ROLDAN GARCIA,1,50,10000,4,3,18,19,1,26,2
17024,DIRECCION DE SEGURIDAD PUBLICA TRANSITO MUNICIPAL Y PROTECCION CIUDADANA,1,35,28732,6,3,20,8,1,26,9
17025,DIRECCION SEGURIDAD PUBLICA TLAQUILTENANGO,1,54,12000,4,3,17,19,1,26,3
17026,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,32,14000,4,3,23,6,1,26,3
17027,SEGURIDAD PUBLICA,1,45,10500,3,3,99,23,2,99,6
17028,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE XOCHITEPEC MORELOS,1,35,17304.6,4,3,18,2,1,26,2
17029,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE YAUTEPEC,1,45,25632,4,3,17,19,1,26,2
17030,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,55,15449,4,3,17,22,1,26,6
17031,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
17032,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL ZACUALPAN DE AMILPAS,2,36,8000,4,3,22,3,1,26,2
17033,SEGURIDAD PUBLICA MUNICIPAL TEMOAC,1,35,17130,4,3,17,1,0,12,4
17034,SEGURIDAD PUBLICA MUNICIPAL,1,46,11000,4,3,5,22,1,26,1
17035,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
17036,SEGURIDAD PUBLICA,3,NA,NA,0,0,0,NA,NA,0,0
18001,DIRECCION GENERAL DE SEGURIDAD Y PROTECCION CIUDADANA,1,45,21349,3,3,1,20,1,25,1
18002,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL AHUACATLAN,1,48,16000,6,3,13,21,1,26,2
18003,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,44,23546.4,4,3,5,25,0,26,6
18004,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD DEL MUNICIPIO DE COMPOSTELA NAYARIT,1,54,16000,6,4,9,28,0,26,6
18005,SEGURIDAD PUBLICA MUNICIPAL,1,58,NA,6,4,13,15,1,4,2
18006,DIRECCION DE SEGURIDAD PUBLICA,1,42,24000,3,3,17,5,2,3,3
18007,SEGURIDAD PUBLICA MUNICIPAL,1,47,NA,6,4,13,25,1,26,2
18008,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL DE XALISCO NAYARIT,1,43,37510,6,4,19,18,1,26,2
18009,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DEL NAYAR,1,50,18550,6,4,13,30,1,26,1
18010,DIRECCION DE SEGURIDAD PUBLICA Y PROTECCION CIVIL,1,45,NA,4,3,9,22,1,26,6
18011,DIRECCION GENERAL DE SEGURIDAD PUBLICA DE RUIZ NAYARIT,1,54,17162.4,6,4,5,27,1,26,6
18012,DIRECCION GENERAL DE SEGURIDAD PUBLICA MOVILIDAD Y PROTECCION CIVIL MUNICIPAL,1,35,19188.14,6,4,5,8,1,26,6
18013,DIRECCION DE SEGURIDAD PUBLICA,1,35,33770,6,3,13,15,1,26,3
18014,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,53,23844,4,3,17,34,6,26,1
18015,SECRETARIA DE SEGURIDAD PUBLICA DE SANTIAGO IXCUINTLA,1,50,25000,6,4,1,30,1,26,1
18016,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE TECUALA,1,61,NA,6,4,5,30,1,26,2
18017,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y VIALIDAD,1,48,41468.58,6,3,10,10,1,26,2
18018,DIRECCION DE SEGURIDAD PUBLICA DE TUXPAN NAYARIT,3,NA,NA,0,0,0,NA,NA,0,0
18019,SEGURIDAD PUBLICA MUNICIPAL,1,47,17998.5,4,3,13,25,9,26,2
18020,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO,2,31,33441,7,4,13,7,0,26,2
19001,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,40,24000,3,1,5,23,2,99,2
19002,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
19003,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,36,10073,6,3,18,7,3,26,6
19004,SALVADOR SEPULVEDA TREJO,1,49,54000,6,4,9,10,4,26,1
19005,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,75,79893,6,3,17,55,1,26,2
19006,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,64,95000,6,4,3,43,5,26,7
19007,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,49,30000,6,1,17,1,0,26,2
19008,DIRECCION DE POLICIA Y TRANSITO MUNICIPAL,1,53,18000,6,3,9,25,1,26,2
19009,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,3,NA,NA,0,0,0,NA,NA,0,0
19010,SECRETARIA DE SEGURIDAD PUBLICA Y MOVILIDAD,1,55,36000,6,4,13,32,1,26,2
19011,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,30,25000,6,3,17,3,1,26,1
19012,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO,1,58,28000,4,3,1,16,1,26,2
19013,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD DEL MUNICIPIO DE CHINA,1,44,22000,6,4,9,25,7,26,2
19014,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,52,22000,6,3,99,2,2,26,4
19015,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
19016,DIRECCION DE POLICIA Y TRANSITO,1,46,18000,4,3,23,20,0,26,7
19017,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,49,33214,3,3,1,6,1,26,2
19018,CARLOS RODRIGUEZ GUZMAN,1,61,67512,6,4,1,5,5,26,6
19019,SECRETARIO DE SEGURIDAD PUBLICA MUNICIPAL,1,54,60150,6,1,17,4,0,26,2
19020,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL GENERAL BRAVO,1,51,33000,6,3,99,5,5,99,2
19021,SECRETARIA DE SEGURIDAD CIUDADANA,1,51,0,6,3,99,0,0,99,3
19022,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,32,NA,6,3,11,10,2,26,1
19023,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
19024,SEGURIDAD PUBLICA,2,44,20000,6,4,17,8,0,26,2
19025,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD DE GENERAL ZUAZUA,1,58,40000,6,4,17,35,1,26,3
19026,SECRETARIA DE SEGURIDAD PUBLICA Y PROTECCION CIUDADANA,1,45,94515,6,4,18,15,1,26,2
19027,SSPTYV DE LOS HERRERAS,1,42,28000,4,3,18,9,4,26,2
19028,DIRECCION DE SEGURIDAD PUBLICA,1,45,16400,4,3,20,19,1,26,2
19029,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO DE HUALAHUISES N L,1,42,29600,5,3,17,20,1,26,2
19030,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,41,18000,4,3,17,9,6,26,3
19031,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO,1,51,81081.9,6,4,18,8,2,26,1
19032,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,41,24000,2,3,21,1,1,26,2
19033,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,50,57227.32,4,3,1,11,4,25,1
19034,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,58,16000,6,2,21,11,1,26,1
19035,SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,48,17098,4,3,17,6,6,26,1
19036,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,56,24000,4,3,9,32,3,26,2
19037,SECRETARIA DE SEGURIDAD PUBLICA,1,33,36000,6,1,18,14,2,26,2
19038,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,55,108398,4,3,1,33,2,26,2
19039,SECRETARIA DE SEGURIDAD Y PROTECCION A LA CIUDADANIA,1,67,103000,6,4,13,38,1,26,1
19040,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
19041,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL DE PESQUERIA NUEVO LEON,1,54,57000,6,3,3,30,3,99,2
19042,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO LOS RAMONES,1,63,40064,6,3,11,25,1,26,2
19043,SECRETARIA DE SEGURIDAD PUBLICA,1,52,26000,3,3,18,28,1,26,1
19044,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,52,81446,6,3,18,1,1,26,1
19045,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO DE SALINAS VICTORIA NUEVO LEON,1,51,0,7,3,9,30,1,26,2
19046,JOSE MARTIN DORIA MATA,1,60,80000,5,3,17,29,6,26,2
19047,SECRETARIA DE SEGURIDAD PUBLICA,1,48,20000,6,4,9,30,3,26,3
19048,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,37,64999.8,4,3,1,3,1,26,2
19049,SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD,1,61,65000,6,4,18,35,1,26,2
19050,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
19051,SECRETARIA DE SEGURIDAD PUBLICA,1,57,26000,6,2,20,39,1,26,4
20001,CUERPO DE TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,55,1800,2,3,99,8,1,22,5
20002,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,48,8000,4,3,1,3,1,26,6
20003,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,65,NA,2,3,23,8,1,10,5
20004,CUERPO DE TOPILES ADSCRITOS A LA REGIDURIA DE SEGURIDAD PUBLICA,2,30,5600,2,3,22,1,1,11,5
20005,DIRECCION DE SEGURIDAD PUBLICA,1,36,12000,6,3,1,10,1,22,2
20006,DIRECCION DE SEGURIDAD CIUDADANA,1,44,18000,6,4,1,6,1,11,2
20007,CUERPO DE POLICIA ADSCRITO DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD,2,31,10000,3,3,22,1,1,22,1
20008,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,61,3000,2,3,22,3,3,22,5
20009,DIRECCION DE SEGURIDAD PUBLICA,1,52,9000,3,3,22,1,1,1,1
20010,DIRECCION DE SEGURIDAD PUBLICA,1,55,8000,5,1,2,1,1,26,1
20011,SINDICATURA MUNICIPAL,1,60,4000,2,2,12,3,3,11,2
20012,SINDICATURA MUNICIPAL,2,55,10000,4,3,22,2,2,22,4
20013,SINDICATURA MUNICIPAL,1,42,17000,4,3,22,4,1,22,1
20014,CUERPO DE POLICIAS MUNICIPALES ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,54,10000,3,3,17,10,1,22,1
20015,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,64,NA,4,3,23,9,3,22,3
20016,CUERPO DE TOPILES ADSCRITOS A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,62,8000,2,3,17,6,3,11,5
20017,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,45,6000,6,4,23,6,3,22,3
20018,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,49,6000,2,2,22,1,1,24,2
20019,CUERPO DE POLICIAS ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,49,3000,3,3,22,4,1,9,5
20020,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA,1,40,14000,3,3,20,3,3,24,5
20021,DIRECCION DE SEGURIDAD PUBLICA,1,55,10000,4,3,1,4,1,26,5
20022,CUERPO DE TOPILES ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,52,3000,6,3,22,6,3,11,5
20023,DIRECCION DE SEGURIDAD PUBLICA,1,52,10200,6,3,99,1,1,26,1
20024,SINDICATURA MUNICIPAL,2,39,8000,4,3,23,3,3,11,5
20025,DIRECCION DE SEGURIDAD PUBLICA,1,49,10000,4,3,1,4,1,26,1
20026,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,46,5500,3,3,13,3,1,11,1
20027,SINDICATURA MUNICIPAL,1,35,4500,2,3,23,3,3,9,5
20028,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,28,4000,6,4,20,6,6,26,3
20029,SINDICATURA MUNICIPAL,1,55,12000,4,3,23,3,3,9,5
20030,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,53,7400,6,4,11,32,1,26,2
20031,CUERPO DE POLICIA MUNICIPAL ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,50,NA,6,4,22,5,1,10,5
20032,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,2,49,6000,4,3,12,4,1,26,2
20033,REGIDURIA DE POLICIAS Y AGUAS,2,42,11000,6,4,17,3,3,26,5
20034,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,1,58,9000,2,3,20,0,0,11,2
20035,CUERPO DE TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,54,1800,3,3,99,7,1,22,5
20036,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,58,7000,2,3,23,3,3,22,5
20037,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA,1,55,10000,2,2,20,3,3,11,5
20038,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,51,NA,3,3,22,1,1,22,5
20039,DIRECCION DE SEGURIDAD PUBLICA VIALIDAD PROTECCION CIVIL Y BOMBEROS,1,35,4419,6,4,2,15,1,11,3
20040,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,45,10000,2,3,22,1,1,9,1
20041,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,35,10000,4,3,99,1,1,9,2
20042,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,57,8726,2,3,99,2,1,22,5
20043,CUERPO DE POLICIAS ADSCRITOS A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,47,25000,6,4,1,24,1,22,2
20044,DIRECCION DE PROTECCION CIUDADANA,2,43,19000,7,4,21,1,1,26,2
20045,CUERPO DE POLICIAS ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,63,10000,2,3,22,3,3,12,5
20046,DIRECCION DE POLICIAS,1,40,NA,3,3,22,3,3,26,5
20047,REGIDURIA DE SEGURIDAD PUBLICA,2,41,3000,6,3,22,1,1,24,5
20048,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,54,3000,2,3,22,3,3,26,5
20049,DIRECCION DE SEGURIDAD,1,24,6000,4,3,22,1,1,22,8
20050,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,1,36,2770,3,3,22,3,3,11,5
20051,DIRECCION DE RECLUTAMIENTO,1,57,8000,2,3,21,3,3,22,5
20052,DIRECCION DE SEGURIDAD,1,52,10000,6,3,21,3,3,26,5
20053,CUERPO DE POLICIAS MUNICIPALES ADSCRITO A LA SINDICATURA MUNICIPAL,2,50,10000,3,3,23,1,1,22,2
20054,CUERPO DE TOPILES ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,64,4000,2,3,22,3,3,26,5
20055,DIRECCION DE SEGURIDAD PUBLICA,1,55,6000,2,2,21,1,1,26,2
20056,DIRECCION DE SEGURIDAD PUBLICA,1,48,4400,2,3,1,10,1,26,2
20057,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,42,12000,6,4,2,22,1,26,6
20058,SINDICATURA MUNICIPAL,1,70,4500,2,3,99,3,3,9,5
20059,DIRECCION DE SEGURIDAD PUBLICA,1,55,20000,6,4,23,2,2,26,2
20060,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,50,NA,2,3,22,8,1,10,5
20061,COMISION DE SEGURIDAD PUBLICA EJERCIDA POR LA PRESIDENCIA MUNICIPAL,1,48,NA,2,3,99,9,3,22,3
20062,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,60,1400,2,3,99,1,1,22,5
20063,REGIDURIA DE SEGURIDAD Y VIALIDAD,1,44,12000,6,4,22,5,3,26,5
20064,SINDICO MUNICIPAL,1,45,6000,6,3,21,3,3,22,5
20065,DIRECCION DE SEGURIDAD PUBLICA,1,45,5000,2,3,17,6,3,11,1
20066,CUERPO DE POLICIAS ADSCRITOS A LA COMANDANCIA MUNICIPAL,2,57,10000,2,2,21,1,1,26,1
20067,SECRETARIA DE SEGURIDAD CIUDADANA MOVILIDAD Y PROTECCION CIVIL,1,58,38300,7,4,3,37,1,99,6
20068,DIRECCION DE SEGURIDAD,1,52,20000,4,3,23,30,1,26,1
20069,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA ALCALDIA UNICA CONSTITUCIONAL,1,58,5000,3,3,99,3,3,22,5
20070,DIRECCION DE SEGURIDAD PUBLICA,1,39,10000,4,3,9,10,1,11,1
20071,TOPILES ADSCRITOS A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,56,14000,2,3,22,2,2,26,4
20072,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,50,10000,3,3,99,10,3,22,5
20073,DIRECCION DE PREVENCION DE DELITOS,2,37,12000,7,4,7,10,5,26,2
20074,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,58,5000,2,2,21,9,3,22,5
20075,CUERPO DE POLICIAS ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,2,31,5500,6,3,19,3,1,22,2
20076,CUERPO DE POLICIAS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,56,22000,3,3,20,4,3,26,5
20077,REGIDURIA DE SEGURIDAD PUBLICA,1,54,10000,1,0,22,3,3,26,5
20078,CUERPO DE POLICIA ADSCRITO DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD,1,56,8000,2,3,21,3,3,22,5
20079,CONJUNTO DE POLICIAS ADSCRITOS A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,48,15000,5,3,2,24,0,26,1
20080,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,57,9000,2,3,23,1,1,26,3
20081,DIRECCION DE SEGURIDAD PUBLICA,1,70,6000,2,2,21,1,1,11,2
20082,CUERPOS DE POLICIAS MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,61,12000,3,3,23,0,0,11,5
20083,DIRECCION DE SEGURIDAD Y VIALIDAD,1,62,6725,6,4,21,6,3,26,7
20084,DIRECCION DE POLICIAS,2,35,4097.08,4,3,22,6,3,26,2
20085,COMISION DE SEGURIDAD PUBLICA,1,33,7000,3,3,22,3,3,22,5
20086,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,57,3500,2,3,22,3,3,11,4
20087,CUERPO DE TOPILES ADSCRITO A LA REGIDURIA DE SEGURIDAD DE LA SINDICATURA MUNICIPAL,1,57,10000,2,3,22,5,2,22,4
20088,CUERPO DE POLICIAS ADSCRITOS A LA SINDICATURA MUNICIPAL,2,40,7000,6,4,22,1,1,26,3
20089,COMANDANCIA MUNICIPAL,1,38,5000,2,3,17,1,1,11,2
20090,DIRECCION DE SEGURIDAD PUBLICA,1,60,12000,6,4,22,2,1,26,8
20091,POLICIA MUNICIPAL,2,48,13000,4,3,22,2,2,22,5
20092,CUERPO DE POLICIA ADSCRITO A LA REGIDURIA DE SEGURIDAD,1,50,12000,3,3,22,3,3,11,5
20093,CUERPO DE TOPILES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,44,1300,4,3,99,3,3,11,5
20094,CUERPO DE TOPILES ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,52,NA,2,3,22,3,3,11,5
20095,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,60,12000,2,2,99,3,3,12,5
20096,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,49,4000,6,3,20,12,3,11,2
20097,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LAS SINDICATURA MUNICIPAL,1,37,NA,2,3,22,5,1,22,5
20098,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,46,7000,2,3,22,4,1,9,5
20099,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,1,64,5000,2,3,20,3,3,11,5
20100,CUERPO DE POLICIAS MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA,1,50,NA,2,3,22,13,1,22,4
20101,COMISION DE SEGURIDAD PUBLICA COORDINADA POR LA SINDICATURA MUNICIPAL,1,40,6000,3,3,99,9,3,22,3
20102,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,63,6000,4,3,22,1,1,26,2
20103,CUERPO DE POLICIA ADSCRITO DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD,2,38,15000,6,4,20,11,1,22,8
20104,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,50,3900,2,3,17,9,3,22,5
20105,CUERPO DE TOPILES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,42,0,3,3,22,1,1,11,5
20106,SINDICATURA MUNICIPAL,2,49,4500,3,3,6,1,1,24,5
20107,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA REGIDURIA DE SEGURIDAD MUNICIPAL,1,50,16000,3,3,99,1,1,22,5
20108,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,46,0,3,3,22,3,3,11,4
20109,SINDICATURA MUNICIPAL,1,60,6000,5,3,99,3,3,26,5
20110,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,1,41,2300,3,2,22,3,3,11,5
20111,DIRECCION DE SEGURIDAD PUBLICA,1,43,6400,6,3,1,16,1,11,2
20112,DIRECCION DE SEGURIDAD,1,64,10000,2,3,99,3,3,22,8
20113,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,54,6500,2,3,22,2,2,22,5
20114,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,47,5000,3,3,22,1,1,22,5
20115,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,57,17000,6,4,99,3,3,26,5
20116,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,45,13000,2,3,22,1,1,9,1
20117,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,48,0,2,3,22,3,3,22,5
20118,POLICIA MUNICIPAL ASIGNADOS DIRECTAMENTE A LA COMANDANCIA MUNICIPAL,1,28,6500,6,3,21,3,3,22,2
20119,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,72,4000,3,3,22,3,3,11,5
20120,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,50,NA,3,3,22,1,1,22,5
20121,CUERPO DE TOPILES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,73,4500,2,3,22,3,3,11,5
20122,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,50,2000,3,3,21,9,3,22,5
20123,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,54,8000,2,3,22,3,3,26,5
