ubicageo_f,numeral,nombre1,anios_a,rnsnni1,colonia1,latitud1,longitu1,correo1,telefo1
15100,1,CENTRO DE COMANDO Y CONTROL DEL AYUNTAMIENTO DE TEZOYUCA,2021,1,LA ASCENCIÓN,19.590210,-098.908380,SPMTEZOYUCA@GMAIL.COM,5949564022
15101,1,CENTRO DE MANDO MUNICIPAL C2 TIANGUISTENCO,NSS,9,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
15102,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15103,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15104,1,CENTRAL DE EMERGENCIAS CENTRO DE COMANDO CONTROL COMUNICACIONES Y COMPUTO ZONA PONIENTE,2017,2,TLALNEPANTLA CENTRO,19.538930,-099.196340,ARTURO.CENTENO@TLALNEPANTLA.GOB.MX,5636220000 EXT-3003
15104,2,CENTRAL DE EMERGENCIAS CENTRO DE COMANDO CONTROL COMUNICACIONES Y COMPUTO ZONA ORIENTE,2022,1,INDUSTRIAL LA PRESA,19.523630,-99.1117599,ARTURO.CENTENO@TLALNEPANTLA.GOB.MX,5557159314
15105,1,COMANDANCIA MUNICIPAL,2022,2,CENTRO,18.679034,-100.210623,POLICIAUNICATLATLAYA@HOTMAIL.COM,7161718162
15106,1,CENTRO DE MANDO MUNICIPAL,2016,1,5 DE MAYO,19.289351,-099.651652,DESARROLLOTECNOLOGICO@TOLUCA.GOB.MX,7221679501
15107,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
15108,1,CENTRO DE MANDO Y MONITOREO,2016,1,EL QUEMADO,19.676500,-099.137900,SEGURIDADCIUDANA@TULTPEC.GOB.MX,5558929281
15109,1,CENTRO DE EMERGENCIAS C4 TULTITLAN,2019,1,VILLAS DE SAN JOSE,19.630429,-99.1299993,C.4TULTITLAN2224@GMAIL.COM,5558881116
15109,2,BASE JUAREZ,2019,2,SAN PABLO DE LAS SALINAS,19.684522,-99.0943450,RICARDO.JIMENEZ@TULTITLAN.GOB.MX,5558831762
15110,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15111,1,CENTRO DE MANDO Y MONITOREO,2020,2,CALLE HIDALGO NUMERO 100 COLONIA CENTRO,19.373442,-100.149311,SEGURIDADPUBLICAVILLADEALLENDE@HOTMAIL.COM,7226465197
15112,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15113,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15114,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15115,1,CENTRO DE CONTROL Y COMANDO,2022,1,CENTRO,19.404468,-99.5304749,SEGURIDAD.PUBLICA@XONACATLAN.GOB.MX,7192860455
15116,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15117,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15118,1,CENTRO DE MANDO MUNICIPAL,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15119,1,DIRECCION DE SEGURIDAD PUBLICA C2,2001,2,CENTRO,18.840900,-099.585880,SEGPUBZUM@GMAIL.COM,7226856412
15120,1,CENTRO DE RESPUESTA DE EMERGENCIA ZUMPANGO,2015,2,SAN JUAN,19.803570,-099.106700,COMISARIA@ZUMPANGO.GOB.MX,5919172044
15121,1,CENTRO DE LLAMADAS 911,2007,1,CENTRO URBANO,19.654368,-099.208952,EMERGENCIAS.ANALISIS@CIZCALLI.GOB.MX,55 5871 1111
15122,1,CENTRO DE MANDO,2013,1,EL AGOSTADERO,19.298795,-98.9611785,SEGURIDAD.PUBLICA@VALLEDECHALCO.GOB.MX,5516434047
15123,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,2022,1,CENTRO,18.920487,-100.298839,NO APLICA,NO APLICA
15124,1,CENTRO DE MANDO,2020,1,SAN JOAQUIN DEL MONTE,19.644143,-100.134350,DSPYPC_SJR@HOTMAIL.COM,7121242194
15125,1,CENTRO DE COMUNICACIONES 2,2021,1,SANTA MARIA TONANITLA,19.684838,-099.051459,SEGURIDAD.CIUDADANA@TONANITLA.ORG.MX,5559321022
16001,1,BASE POLICIAL DE SEGURIDAD DE ACUITZIO,2000,1,CENTRO,19.494811,-101.333192,ACUITZIO_CANJE@HOTMAIL.COM,4343431109
16002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16004,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16006,1,RADIO,2001,1,REVOLUCION,19.069360,-102.339830,DSPM_APATZINGAN@HOTMAIL.ES,4535374204
16007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16013,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16017,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16018,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16019,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16020,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16021,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16022,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16023,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16024,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16025,1,SEGURIDAD PUBLICA,2022,1,CENTRO,19.850059,-102.110832,SEGURIDADPUBLICACHILCHOTA2015-2018@HOTMAIL.COM,3555115137
16026,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16027,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16028,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16029,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16030,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16031,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16032,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16033,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16034,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16035,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16036,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16037,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16038,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL,NSS,1,CE,18.625192,-100.898915,SEG.PUB.HUETAMO.MICH@HOTMAIL.COM,4355561241
16039,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16040,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16041,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16042,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16043,1,AREA DE RADIO OPERACION,2004,1,CENTRO,19.959970,-102.307930,SEGURIDAD_JACONA@HOTMAIL.COM,3515161218
16044,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16045,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16046,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16047,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16048,1,BASE DE LA DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2021,1,CENTRO,19.564600,-101.414900,POLICIAMICHOACANLAGUNILLAS@HOTMAIL.COM,4341175880
16049,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16050,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16051,1,NO DISPONIBLE,ND,98,NO DISPONIBLE,INFORMACIÓN NO DISPONIBLE,INFORMACIÓN NO DISPONIBLE,NO DISPONIBLE,NO DISPONIBLE
16052,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16053,1,BASE DE RADIO HALCON,2019,1,LA ESPERANZA,19.698970,-101.125300,CONTACTO@POLICIAMORELIA.GOB.MX,4431135000
16054,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16055,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16056,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16057,1,DIRECCION DE SEGURIDAD PUBLICA NOCUPETARO,2014,2,CENTRO,19.042809,-101.162037,SSPNOCUPETARO@GMAIL.COM,4591310080
16058,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16059,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16060,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16061,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16062,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16063,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16064,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16065,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16066,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16067,1,COMANDANCIA DE SEGURIDAD PUBLICA,2021,9,CENTRO,20.104590,-101.933470,DSP_PENJAMILLO@HOTMAIL.COM,3595240074
16068,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16069,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16070,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16071,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16072,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16073,1,DIRECCION DE SEGURIDAD PUBLICA,2018,1,CENTRO,19.663868,-101.523888,SEGQUIROGA2124@GMAIL.COM,4543540093
16074,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16075,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16076,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16077,1,COMANDANCIA SAN LUCAS,2014,1,CENTRO,18.591788,-100.784537,SEGURIDADPUBLICA_SANLUCAS@HOTMAIL.COM,4356783354
16077,2,COMANDANCIA RIVA PALACIO,2014,1,CENTRO,18.366477,-100.661539,SEGURIDADPUBLICA_SANLUCAS@HOTMAIL.COM,7676815027
16078,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16079,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16080,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16081,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16082,1,BARANDILLA,NSS,2,CENTRO,19.235450,-101.457416,SSP_TACAMBARO@HOTMAIL.COM,4595962383
16083,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16084,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16085,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16086,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16087,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16088,1,CENTRO DE OPERACIONES POLICIALES,2018,1,BARRIO DE LA CRUZ,19.797629,-101.170351,FCTARIMBARO@GMAIL.COM,4433876218
16089,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16090,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16091,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16092,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16093,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16094,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16095,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16096,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16097,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16098,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16099,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16100,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
16101,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16102,1,COORDINACION DE SERVICIOS DE URGENCIAS,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16103,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16104,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16105,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16106,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16107,1,CENTRO DE EMERGENCIAS,2018,1,CENTRO,19.484504,-101.474440,EMERGENCIASZACAPU@ZACAPUMICH.GOB.MX,4433630048
16108,1,CENTRO DE COMANDO Y CONTROL C2,2018,1,JACINTO LOPEZ,19.974495,-102.270004,DIRECTORSEGPUBZAM.FERNANDO@GMAIL.COM,3515120022
16109,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16110,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16111,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16112,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,2006,1,GUAYABITOS,19.445100,-100.372293,ENLACE_ZITACUARO2014@HOTMAIL.COM,7151539494
16113,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17004,1,RADIO CONTROL,2005,1,CENTRO,18.761073,-098.985948,SP.AYALA23@HOTMAIL.COM,7353540919
17005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17008,1,COMANDANCIA EMILIANO ZAPATA,2018,2,TEZOYUCA,18.806148,-099.195625,EMILIANOZAPATA.M5@GMAIL.COM,7773682823
17009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17011,1,RADIO CONTROL,2007,1,CENTRO,18.881344,-099.172791,ADMINISTRACION.SEGURIDAD.PUBLICA@JIUTEPEC.GOB.MX,7773201220
17012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17013,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE MIACATLAN MORELOS,2022,1,LOS LINARES,18.773100,-099.332940,MIACATLAN2023@OUTLOOK.COM,7376902263
17016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17017,1,SEGURIDAD PUBLICA,2020,1,NORTE,18.630400,-099.321550,SP.PUENTEDEIXTLAM28@GMAIL.COM,7513440006
17018,1,911,2015,1,ACATLIPA,18.836232,-99.2284659,SPC@TEMIXCO.GOB.MX,7773269385
17019,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17020,1,RADIO COMUNICACION,2000,1,BARRIO SAN JOSE,18.984588,-099.097350,SP.TEPOZTLAN@GMAIL.COM,7393952113
17021,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17022,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17023,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17024,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO MUNICIPAL Y PROTECCION CIUDADANA DEL MUNICIPIO DE TLALTIZAPAN DE ZAPATA MORELOS,2016,1,BONIFACIO GARCIA,18.742570,-099.129970,SP.TLALTIZAPAN@OUTLOOK.COM,734 345 0314
17025,1,BASE CANTORA,2022,2,CENTRO BARRIO LA CANTORA,18.629149,-099.155441,ADMON.TRANSITO@HOTMAIL.COM,7343427774
17026,1,COMANDANCIA TLAYACAPAN,2006,1,BARRIO SANTA ANA,18.959131,-98.9817059,POLICIAMORELOS_TLAYACAPAN1@OUTLOOK.ES,7352155533
17027,1,SEGURIDAD PUBLICA DE TOTOLAPAN,2010,2,CENTRO,18.987510,-098.921630,SP.TOTOLAPAN@OUTLOOK.COM,7352762749
17028,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17029,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17030,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17031,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17032,1,MODULO TLACOTEPEC,2000,2,CENTRO ZACUALPAN,18.784420,-098.765550,SEGURIDADZACUALPAN@HOTMAIL.COM,7313574412
17032,2,DIRECCION DE SEGURIDAD PUBLICA,2000,2,CENTRO TLACOTEPEC,18.814190,-098.751492,SEGURIDADZACUALPAN@HOTMAIL.COM,7311704085
17033,1,COMANDANCIA TEMOAC,2021,1,CENTRO,18.771041,-098.778940,SP.TEMOAC@OUTLOOK.COM,7313578135
17034,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17035,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
17036,1,PLAZA PRINCIPAL,2022,2,PLAZA PRINCIPAL,18.885418,-098.690594,SEGURIDADMHU@GMAIL.COM,7316886977
18001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18004,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
18005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18009,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18010,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18011,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18013,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18017,1,CABINA DE RADIO,1976,1,OLIMPO,21.490100,-104.833700,DIRECTORGENERAL13@OUTLOOK.COM,3113789073
18018,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18019,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
18020,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19001,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19002,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19003,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19004,1,CENTRO DE COMANDO CONTROL COMUNICACIONES Y COMPUTO,2019,2,CENTRO,25.291224,-100.031332,ALCALDE@ALLENDE.GOB.MX,8262684899
19005,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19006,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19007,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19008,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19009,1,CENTRO DE CONTROL COMANDO Y COMPUTO,2010,1,EL CALVARIO,25.600557,-100.005808,SEGURIDADPUBLICAC@CADEREYTA.GOB.MX,8282691900
19010,1,C4,2021,1,CENTRO,25.941032,-100.362486,SEGURIDADPUBLICA@ELCARMEN.GOB.MX,8182360655
19011,1,SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,2016,1,CENTRO,26.089980,-99.6147199,SSPV.MUN.CERRALVO@HOTMAIL.COM,8929750523
19012,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19013,1,NUMERO DE BARANDILLA PARA EMERGENCIAS,NSS,1,CENTRO,25.705800,-99.2393326,SEGURIDADPUBLICAMUNICIPALCHINA@GMAIL.COM,8232320147
19014,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19015,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19016,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19017,1,NO IDENTIFICADO,NSS,97,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO CUENTA CON ELEMENTOS PARA RESPONDER,NO IDENTIFICADO,NO CUENTA CON ELEMENTOS PARA RESPONDER
19018,1,CENTRO DE CONTROL COMANDO COMUNICACIONES Y COMPUTO CIV DE GARCIA,NSS,1,SAN MARTIN,25.802740,-100.586850,NO SE SABE,NO SE SABE
19019,1,CENTRO DE CONTROL COMANDO COMUNICACIONES E INTELIGENCIA,2008,2,CASCO URBANO,25.666170,-100.402990,NO SE SABE,8184004602
19020,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
19021,1,CENTRO DE LLAMADAS DE EMERGENCIA,NSS,9,PARQUE INDUSTRIAL ESCOBEDO,25.807100,-100.354662,SEGURIDAD.PUBLICA@ESCOBEDO.GOB.MX,8182869200
19022,1,NO APLICA,NA,0,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
