ubicageo_f,rnspni1,nombre1,tinfre1,tinfre2,tinfre3,tinfre4,tinfre5,tinfre6,tinfre7,tinfre8,tinfre9,tinfre10,tinfre11,tinfre12,tinfre13,tinfre14,tinfre15,tinfre16,anios_a,periactu_b,siregadm_b,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
16046,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16047,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16048,1,REQUERIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,1,,,1,,,,,1,,,,,
16049,1,FORMATO DE REGISTRO,1,,,,,,1,1,,,,,,,,,2022,4,3,,,1,,,,,,,,,,
16050,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16051,98,NO DISPONIBLE,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,998,98,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
16052,1,BITACORA,1,1,1,1,,,1,1,,,,,,,,,NSS,12,1,,,,,1,,,1,,,,,
16053,1,SYSPOL,1,1,1,1,1,,1,1,1,1,,1,,1,,,2017,1,5,,,,,,,,,,,,1,
16054,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16055,1,BASE DE DATOS,1,1,1,1,1,,1,1,1,1,,,,1,,,2018,2,5,,,,,,,,,,,,1,
16056,1,BASE DE DATOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2015,3,5,1,,,,,,,1,,,,,
16057,1,BOLETAS DE ARRESTO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,1,3,1,1,1,1,1,1,1,1,1,1,1,,
16058,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16059,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16060,1,REGISTRO PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2020,1,1,1,,1,,1,,1,,1,,,,
16061,1,INGRESO A BARANDILLA,1,1,1,1,1,1,1,1,1,,1,,,,,,2021,1,9,,,,,,,,,,,1,,
16062,1,BITACORA DE DETENIDOS,1,1,1,,1,,,1,1,,,,,,,,2021,2,1,,,,,,1,,,,,,,
16063,1,BITACORA DE DETENCIONES,1,1,,,1,,1,1,,1,1,,,1,,,2022,1,1,,,,,,1,,1,,,,,
16064,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16065,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16066,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16067,1,REMISIONES DE BARANDILLA,1,1,,1,,,,1,,,,,,,,,2016,5,4,1,,,,1,,,,,,,,
16068,1,PUESTAS A DISPOSICION,1,1,,,1,,1,1,1,1,1,1,,1,,,2021,10,4,1,,,,,,,,1,,,,
16069,1,DETENIDOS,1,1,1,1,1,,1,1,1,,,,,,,,2020,2,2,,,,,,,,,,,,1,
16070,1,INGRESO A BARANDILLA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,1,,,,,,,,,,,,1,
16071,1,BITACORA DE ARRESTOS,1,1,,1,1,,1,1,,1,,,,,,,2022,1,1,1,,1,,,,,1,,,,,
16072,1,REMISION DE INGRESOS,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,2018,1,1,,,,,,,,,,,,,1
16073,1,REGISTRO DE DETENCIONES,1,1,1,1,1,,1,1,1,1,1,1,,1,,,2021,1,1,,,1,,,,,1,,1,,,
16074,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16075,1,ARCHIVO DE FUNCIONES,1,1,1,1,1,1,1,1,1,1,,,,,,,2021,10,4,1,1,,,,,1,1,1,1,,,
16076,1,REGISTRO DETENCIONES,1,1,1,1,1,,1,1,1,1,1,1,,,,,NSS,99,9,,,,,,,,,,,,,1
16077,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16078,1,REGISTRO NACIONAL DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,5,,,1,,1,,,1,,1,,,
16079,1,REMISIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2010,1,1,1,,,,1,,,,,,,,
16080,1,BITACORAS DE REGISTRO DE DETENCION,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2021,2,1,1,,1,1,1,1,,,,,,,
16081,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16082,1,REGISTROS BARANDILLA,1,1,1,,1,,1,1,,,,1,,1,,,2022,1,3,,,,,,,,,,,,1,
16083,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16084,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,1,1,,,,,,,,,,,,1,
16085,1,LIBRO DE REGISTRO,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2020,10,1,1,,,,,,,,,,,,
16086,1,BOLETAS,1,1,1,1,1,1,1,1,1,1,,,,,,,2022,12,1,,,,,,,,1,,,1,,
16087,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16088,1,PLATAFORMA MEXICO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2018,2,5,1,,,,1,,,1,,1,,,
16089,1,REGISTRO DIGITAL,1,,,,1,,1,1,1,1,,1,,,,,2012,1,5,,,,,,,,,,,,1,
16090,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16091,1,REGISTRO DE DETENIDOS,1,1,,1,1,,1,1,1,1,1,1,,,,,2017,1,1,,,,,1,,,,,,,,
16092,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16093,1,HOJA DE ASEGURAMIENTO,1,1,1,1,1,,1,1,1,,,1,,1,1,,2021,1,1,,,,,,,,,,,,1,
16094,1,TARJETA DEL DETENIDO,1,1,,1,,,1,1,,,,,,,1,,2018,12,1,,,1,,,,,,,,,,
16095,1,INGRESOS A BARANDILLA,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,2021,10,3,1,1,,,,1,1,1,1,1,,,
16096,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16097,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16098,1,BARANDILLA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2021,2,1,,,,,,,,,,,,1,
16099,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16100,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
16101,1,BITACORA DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2018,1,1,,,1,,,,,,,,,,
16102,1,BOLETA POR FALTA ADMINISTRATIVA,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2010,7,1,,,,,,,,1,,,,,
16103,1,BASE DE DATOS,1,1,1,1,1,,1,1,1,,1,,,,,,2014,1,3,,,,,,,,,,,,1,
16104,1,BARANDILLAS,1,1,,,1,,,,,,,,,,,,2018,1,1,,,,,1,,,,,,,,
16105,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16106,1,LIBROS DE REGISTROS,1,1,1,1,1,1,1,1,1,1,,1,,1,,,2015,10,1,,,1,,1,1,1,1,1,1,,,
16107,1,REGISTRO DE PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,,,,,,,,2020,1,1,1,1,1,,1,1,1,1,,,,,
16108,1,BASE DE DATOS,1,1,1,1,1,1,1,1,1,1,1,1,,,,,2018,99,9,,,,,,,,,,,,1,
16109,1,REGISTRO DE DETENCIONES,1,,,,,,,,,,,,,,,,2022,2,1,,,1,,,,,,,,,,
16110,1,REGISTRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2015,2,5,,,,,,,,,,,,1,
16111,1,BITACORA,1,1,1,1,1,1,1,,,,,,,,,,2021,5,1,,,,,,,,,,,,,1
16112,1,REGISTRO DE PERSONAS INFRECTORAS,1,1,1,1,1,,1,,,,,,,,,,2015,4,2,,,,,,,,,,,,1,
16113,1,ADMINISTRATIVO JURIDICO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,4,1,1,1,1,1,1,1,1,1,1,1,,
17001,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17002,1,DAI PORTAL,1,1,1,1,1,1,1,1,1,1,,,1,1,,,NSS,2,5,,,,,,1,,,,,,,
17003,1,CONTRO DE DETENIDOS,1,1,1,1,1,,1,1,1,1,1,,,1,1,,2022,1,3,,,,,1,,,,,,,,
17004,1,UNIDAD DE ANALISIS DE INFORMACION,,1,,,,,,,,,,,,,,,2020,3,5,,,,,1,,,,,,,,
17005,1,PLATAFORMA MEXICO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2019,4,5,1,,,,,,,,,,1,,
17006,1,BITACODA DE DETENIDOS,1,1,,,1,,1,1,1,1,,,,,,,2022,1,1,,,,,,,,,,,,1,
17007,1,BASE DE DATOS,1,1,,1,1,,1,1,1,1,,,,1,,,2013,2,5,,,,,,,,,,,,1,
17008,1,DETENIDOS,1,1,,1,1,,1,1,,,1,,,1,,,2018,1,9,1,,1,,,,,,,,,,
17009,1,LUIS NOE BRETON PEREZ,1,,,,,,,,,,,,,,,,2022,2,5,,,,,,,,,1,,,,
17010,1,PLATAFORMA DAI,1,1,1,1,1,1,1,1,1,1,,1,,,,,2022,1,5,1,,,,,,,1,,1,,,
17011,1,INFORME POLICIAL HOMOLAGADO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2018,1,1,,,,,1,,,,,,,,
17012,1,DETENIDOS,1,1,,1,1,,1,1,1,1,,,,1,,,2000,2,5,1,,,,1,,,1,1,1,1,,
17013,1,BITACORA DE DETENIDOS,1,1,1,1,1,1,1,1,,,,,,,,,2022,2,1,1,,1,,,,,,,,,,
17014,1,LIBRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2021,10,1,1,,,,,,,,,,,,
17015,1,NO APLICA,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,2022,1,2,,,,,,,,,,,1,,
17016,1,BITACORA DE DETENIDOS,,1,,,1,,1,,,,,,,,,,2018,1,1,,,,,,,,,,,,1,
17017,1,BITACORA DE DETENIDOS,1,1,1,1,1,1,1,1,1,,1,,,,,,2020,1,2,,,,,,,,,,,,1,
17018,1,LIBRO DE GOBIERNO,1,1,1,1,1,1,1,1,1,1,1,1,,,,,2022,2,1,,,,,,,,,,,,,1
17019,1,BITACORA DE DETENIDOS,1,1,1,1,1,,1,1,1,,,,,,,,1984,2,1,1,,,,1,,,1,1,1,,,
17020,1,DAI,1,1,,,1,,1,1,1,1,,,,1,,,2022,2,5,,,,,1,,,,,,,,
17021,1,DETENCIONES,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,2022,9,1,1,,,,,,,,,,,,
17022,1,BITACORA DE DETENIDOS,1,1,1,1,,,,1,,,,,,,,,2021,1,1,1,,,,1,,,1,,,,,
17023,1,COMANDANCIA DE TLALNEPANTLA MORELOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2015,2,5,,,,,1,,,,,,,,
17024,1,INFORME DE PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,4,1,,,,,,,,,,1,,
17025,1,PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,4,1,,,,1,,,,,,,,
17026,1,DAI,1,,,,,,,,,,,,,,,,NSS,12,1,1,1,1,1,1,1,1,1,1,1,1,,
17027,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
17028,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17029,1,PLATAFORMA DAI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2018,2,5,,,,,1,,,,,,,,
17030,1,IPH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2000,1,5,,,,,1,,,,,,,,
17031,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17032,1,BITACORA DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2022,5,1,1,,,,,,,,,,,,
17033,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17034,1,BITACORA,1,1,,,,,,,,,,,,,,,2022,4,2,,,,,,,,,,,,1,
17035,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17036,1,REGISTRO NACIONAL DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2019,1,5,,,,,1,,,,,,,,
18001,1,LIBRO DE GOBIERNO,1,,,,,,,,,,,,,,,,2017,1,1,,,,,1,,,,,,,,
18002,1,RELACION DE PROCESADOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2004,2,5,,,,,1,,,,,,,,
18003,1,ACTA IDENTIDAD DE DETENIDO,1,1,1,1,1,1,1,1,1,1,1,1,,,,,2017,1,1,,,1,,,,,,,,,,
18004,1,INFORME POLICIAL HOMOLOGADO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2013,3,3,,,,,1,1,,1,1,1,1,,
18005,1,REGISTRO DE PERTENENCIA,1,1,,1,1,1,1,1,1,1,,,,,,,2021,5,2,,,,,,,,,,,1,,
18006,1,LIBROS DE ENTRADAS Y SALIDAS,1,1,,,1,,1,1,1,1,,,,1,,,2000,1,1,,,,,,,,,,,,1,
18007,1,PLATAFORMA MEXICO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,5,,,,,,,,,,,,1,
18008,1,REGISTRO DE DETENIDOS,1,1,,,1,,1,1,,1,,,,,1,,2019,5,3,,,,,,,,,,,,1,
18009,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18010,1,BITACORA DE PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,,,,,,,,NSS,1,1,1,1,1,1,1,1,1,1,1,1,1,,
18011,1,BASE DE DATOS DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2019,2,4,,,1,,1,,1,,,1,,,
18012,1,TABLA DE INCIDENCIAS,1,1,1,,1,,1,1,,1,,,,,1,,2019,2,5,,,,,1,,,,,,,,
18013,1,FICHA DE DETENIDOS,1,1,,1,1,1,1,1,1,1,1,1,,1,,,2019,9,3,,,,,,,,,,,,1,
18014,1,REGISTRO DE DETENIDOS,1,1,,1,1,1,1,1,1,1,1,1,,1,,,2021,1,5,,,,,,,1,,,,1,,
18015,1,PERSONAS DETENIDAS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2010,2,2,1,1,1,1,1,1,1,1,1,1,1,,
18016,1,ESTADISTICA ACTIVA 2022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,2,4,,,,,1,,,,,,,,
18017,1,SISTEMA DE CONTROL DE DETENIDOS,1,1,1,,,1,1,1,1,,,,,1,1,,2003,2,1,,,1,,,,,,,,,,
18018,1,BITACORA DE REGISTRO DE PERSONAS DETENIDAS,1,1,1,1,1,,1,,,1,,,,,,,2020,1,4,,,,,,,,1,,,,,
18019,1,REGISTRO DE DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,2020,6,3,,,1,,1,,1,1,,,1,,
18020,1,BASE DE DATOS DE DETENIDOS,1,1,1,1,1,,1,1,1,1,,1,,,1,,2008,2,5,,,,,1,,,,,,,,
19001,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19002,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19003,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19004,1,BITACORA DETENCIONES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2020,1,4,1,1,1,1,1,1,1,1,1,1,1,,
19005,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19006,1,REGISTRO DE REMISION E IPH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2018,2,4,,,,,,,,,,,,1,
19007,1,INFORME POLICIAL HOMOLOGADO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,2,1,,,,,,,,,,,,1,
19008,1,DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,1,1,,,,,,,,,,,,1,
19009,1,COMANDANCIA,1,1,1,1,1,,1,1,1,1,1,,,1,,,2010,1,5,1,,,,,,,,,,,,
19010,1,BASE DE DATOS,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,2021,2,2,1,,,,,,,1,,1,,,
19011,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19012,1,BASE DE DATOS EN EXCEL,1,1,1,1,1,,1,1,,1,,,,,,,2022,3,4,1,1,,,,,,1,,1,,,
19013,1,FICHA,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,2020,1,2,,,,,,,,1,1,,,,
19014,1,BITACORA,1,1,1,1,1,,1,1,1,,1,1,,1,,,2021,1,1,1,,,,,,,1,,,,,
19015,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19016,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,5,1,,,,,,,,1,,,,,
19017,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19018,1,REGISTRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,,,,1,,,2022,1,4,,,,,1,,,1,,,,,
19019,1,REGISTRO ADMINISTRATIVO,1,1,1,1,1,,1,1,1,1,,1,,1,,,2022,2,5,,,1,,,,,,,,,,
19020,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
19021,1,DIARIO DEL DIA,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,NSS,2,1,1,1,,,,,,,,,,,
19022,1,BITACORA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2014,5,1,1,,,,,,,,,,,,
19023,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19024,1,DETENIDOS,,,,,,,,,,,,,,,,1,2022,1,5,,,,,,,,,,,,,1
19025,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19026,1,BITACORA LIBRO DIARIO,1,1,1,1,1,,1,1,,,1,,1,,,,2011,12,1,,,,,,,,,,,,1,
19027,1,REMISIONES,1,1,1,1,1,,1,1,1,1,,,,1,,,2019,1,4,,,,,1,,,1,,,,,
19028,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19029,1,BASE DE DATOS,1,1,,1,1,,,,,,,,,,1,,2015,5,5,,,,,,,,,,,,1,
19030,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19031,1,BASE DE DATOS CENTRO DE DETENCION,1,1,1,1,1,1,1,1,1,1,1,1,,,,,2021,2,4,,,,,,,,,,,,1,
19032,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19033,1,REGISTRO DE DETENIDOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2013,5,3,1,1,1,1,1,1,1,1,1,1,,,
19034,1,EXPEDIENTE DE FALTAS,,,,,,,,,,,,,,,,1,NSS,12,1,,,,,,,,,,,,,1
19035,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19036,1,FOMATO DE PERSONAS DETENIDAS,1,1,,1,1,,,1,,1,,1,,,,,2021,1,3,1,,,,1,,,,,,,,
19037,1,ARCHIVO DE DETENIDOS,,,,,,,,,,,,,,,,1,2021,5,3,,,,,,,,,,,,,1
19038,1,REMISIONES,1,1,1,1,1,,1,1,1,1,1,1,,1,,,2000,2,2,,,1,,1,,,,,1,,,
19039,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19040,0,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19041,1,SIREV,1,1,1,1,1,1,1,1,1,1,,,1,,1,,2020,2,4,,,,,,,,1,,,,,
19042,1,FORMATO DE REMISION,1,1,1,1,1,1,1,1,1,1,,1,1,,,,2021,6,2,,,,,1,,,1,,1,,,
19043,1,BITACORA,1,1,1,1,1,1,1,1,1,,,,,,,,2021,1,4,1,,,,,,,,,,,,
19044,1,FICHAS DE DETENCION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2018,2,4,,,,,,,,,,,,1,
19045,1,NO SE SABE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2022,3,2,1,1,1,1,1,1,1,1,1,1,1,,
19046,1,SISTEMA DE JUECES,1,1,1,1,1,,,,,,,,,,,,2009,1,5,1,1,1,,,,,,,,,,
19047,1,FICHA DE DETENCION IPH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2022,1,3,,,,,1,,,,,,,,
19048,1,RND,1,1,1,1,1,1,1,1,1,,1,1,1,,,,2017,2,5,1,1,,,,1,,1,1,,1,,
19049,1,LISTA DE DETENIDOS EN EXCEL,1,1,1,1,1,,1,1,1,1,,,,,,,2022,1,4,,,,,,,,,,,,,1
